Message,Code,Lines,Complexity
"Fix comment in SDT provider about the probes we skip

Signed-off-by: Eugene Loh <eugene.loh@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>"," done:
 }
 
 /*
- * The PROBE_LIST file lists all tracepoints in a <group>:<name> format. When
- * kprobes are registered on the system, they will appear in this list also as
- * kprobes:<name>. We need to ignore them because DTrace already accounts for
- * them as FBT probes.
+ * The PROBE_LIST file lists all tracepoints in a <group>:<name> format.
+ * We need to ignore these groups:
+ * - GROUP_FMT (created by DTrace processes)
+ * - kprobes and uprobes
+ * - syscalls (handled by a different provider)
 */
 static int populate(dtrace_hdl_t *dtp)
 {
",214,40
"Fix potential NULL pointer dereference issue

The dt_link_stmt() function has all failure conditions (always known
to be memory allocation issues) jump to the 'fail' label to ensure
that allocated memory is freed. However, if fdp failed to be allocated
we end up dereferencing a NULL pointer (fdp->dtdo_breltab).

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Eugene Loh <eugene.loh@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_link_stmt(dtrace_hdl_t *dtp, dtrace_prog_t *pgp, dtrace_stmtdesc_t *sdp,
 return 0;
 
 fail:
-dt_free(dtp, fdp->dtdo_breltab);
-dt_free(dtp, fdp->dtdo_buf);
-dt_free(dtp, fdp);
+if (fdp) {
+dt_free(dtp, fdp->dtdo_breltab);
+dt_free(dtp, fdp->dtdo_buf);
+dt_free(dtp, fdp);
+}
 
 return dt_set_errno(dtp, EDT_NOMEM);
 }
",1770,404
"Do not register handlers when not executing probe clauses

The various handlers that are used by consumers only apply to the
execution of probe clauses. For operating modes that do not execute
clauses there is no need to register handlers. Even worse, if e.g.
the error handler is being registered with the default error clause
and -xnolibs is used (which is common with the -h option to generate
a header file), an error will occur because bpf_get_bvar() cannot be
found.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Eugene Loh <eugene.loh@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>"," main(int argc, char *argv[])
 for (i = 0; i < g_cmdc; i++)
 g_cmdv[i].dc_func(&g_cmdv[i]);
 
-if (g_mode != DMODE_LIST) {
+/*
+ * We only need to register handler if we are going to execute probe
+ * clauses.
+ */
+if (g_mode == DMODE_EXEC) {
 if (dtrace_handle_err(g_dtp, &errhandler, NULL) == -1)
 dfatal(""failed to establish error handler"");
 
",1115,270
"Ensure record descriptors get cleaned up

When a dtrace_datadesc struct was being cleaned up (last reference
is released), any record descriptors were not cleaned up. Since the
record descriptors can contain a reference to a printf descriptor as
well, those were not being cleaned up either.

We now make sure to release all allocated memory related to this.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_datadesc_hold(dtrace_datadesc_t *ddp)
 void
 dt_datadesc_release(dtrace_hdl_t *dtp, dtrace_datadesc_t *ddp)
 {
+inti;
+dtrace_recdesc_t*rec;
+
 if (--ddp->dtdd_refcnt > 0)
 return;
 
+for (i = 0, rec = &ddp->dtdd_recs[0]; i < ddp->dtdd_nrecs; i++, rec++) {
+if (rec->dtrd_format != NULL)
+dt_printf_destroy(rec->dtrd_format);
+}
 dt_free(dtp, ddp->dtdd_recs);
 dt_free(dtp, ddp);
 }
",411,100
"Remove old printf formats handling code

Now that the printff format descriptor data is integrated into the
record descriptor, there is no need to retain the old formats
handling code.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dtrace_close(dtrace_hdl_t *dtp)
 
 dt_epid_destroy(dtp);
 dt_aggid_destroy(dtp);
-dt_format_destroy(dtp);
 dt_buffered_destroy(dtp);
 dt_aggregate_destroy(dtp);
 dt_pebs_exit(dtp);
",931,107
"Avoid out-of-memory error report when linking BPF code without relocs

When there are no BPF relocation records, an allocation of size 0 was
being attempted. Since that resulted in a NULL return value, it was
assumed that the allocation failure indicated an out-of-memory
condition.

We now simply do not try to allocate a BPF relocation table when there
are no BPF relocation records to be copied into it.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_link_stmt(dtrace_hdl_t *dtp, dtrace_prog_t *pgp, dtrace_stmtdesc_t *sdp,
 if (fdp->dtdo_buf == NULL)
 goto nomem;
 fdp->dtdo_len = insc;
-fdp->dtdo_breltab = dt_calloc(dtp, relc, sizeof(dof_relodesc_t));
-if (fdp->dtdo_breltab == NULL)
-goto nomem;
+if (relc) {
+fdp->dtdo_breltab = dt_calloc(dtp, relc,
+ sizeof(dof_relodesc_t));
+if (fdp->dtdo_breltab == NULL)
+goto nomem;
+}
 fdp->dtdo_brelen = relc;
 
 /*
",1793,411
"Rename struct dt_bpf_context to dt_dctx_t (and other cleanup)

Given that struct dt_bpf_context actually contains DTrace context data
rather than anything specific to BPF, dt_dctx_t seems to be a better
name. It is also more consistent with the rest of the DTrace source
code that favours dt_*_t over struct dt_*.

The dt_bpf_ctx.h file has been renamed as dt_dctx.h.

This patch also changes:
 sizeof(((struct dt_bpf_context *)0)->argv) / 8
into
 ARRAY_SIZE(((dt_dctx_t *)0)->argv)
in order to get rid of the hardcoded argv element size (8 bytes).

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>","
 #include <bpf-helpers.h>
 #include <dtrace/conf.h>
 #include <dtrace/dif_defines.h>
-#include <dt_bpf_ctx.h>
+#include <dt_dctx.h>
 
 #ifndef noinline
 # define noinline__attribute__((noinline))

 
 extern struct bpf_map_def cpuinfo;
 
-noinline uint64_t dt_get_bvar(struct dt_bpf_context *dctx, uint32_t id)
+noinline uint64_t dt_get_bvar(dt_dctx_t *dctx, uint32_t id)
 {
 switch (id) {
 case DIF_VAR_CURTHREAD:
",49,21
"Fix double-free on printf format structure

The printf format structure was being recorded for every data record
item corresponding to a width, precision, or conversion in the format
string. However, only the first occurrence actually gets used. When
the data records are being freed, multiple records for the same printf
would cause the printf format structure to be freed more than once.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_cg_act_printf(dt_pcb_t *pcb, dt_node_t *dnp, dtrace_actkind_t kind)
 if (arg1 == NULL)
 dt_rec_add(pcb->pcb_hdl, dt_cg_fill_gap, kind, 0, 1, pfp, 0);
 else {
-for (anp = arg1; anp != NULL; anp = anp->dn_list)
+/*
+ * We pass the printf format descriptor along with the first
+ * record, and set it to NULL for subsequent records. It is
+ * only used when the first record is encountered.
+ */
+for (anp = arg1; anp != NULL; anp = anp->dn_list) {
 dt_cg_store_val(pcb, anp, kind, pfp, 0);
+pfp = NULL;
+}
 }
 }
 
",1928,348
"Fix NULL pointer dereference in dt_program_create()

If the allocation of a new program fails, a EDT_NOMEM error condition
is set. But the function continues and then tries to assign the DOF
version. But since the program is NULL at this point, that assignment
triggers a NULL pointer dereference.

The new behaviour returns NULL right away after setting the error.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_program_create(dtrace_hdl_t *dtp)
 {
 dtrace_prog_t *pgp = dt_zalloc(dtp, sizeof (dtrace_prog_t));
 
-if (pgp != NULL)
-dt_list_append(&dtp->dt_programs, pgp);
-else
-(void) dt_set_errno(dtp, EDT_NOMEM);
+if (pgp == NULL) {
+dt_set_errno(dtp, EDT_NOMEM);
+return NULL;
+}
+
+dt_list_append(&dtp->dt_programs, pgp);
 
 /*
  * By default, programs start with DOF version 1 so that output files
",470,117
"Clean up obsolete dtrace_preddesc_t and dtrace_predicate_t types

Some code in the tree was still referring to dtrace_preddesc_t and
dtrace_predicate_t. These two types are obsolete and are being
removed.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_dis_action(const dtrace_actdesc_t *ap, FILE *fp, const char *fmt)
 dt_dis_difo(dp, fp);
 }
 
-static void
-dt_dis_pred(const dtrace_preddesc_t *predp, FILE *fp)
-{
-dtrace_difo_t *dp = predp->dtpdd_difo;
-char type[DT_TYPE_NAMELEN];
-
-if (dp == NULL)
-return;
-
-fprintf(fp, ""\nPredicate DIFO %p returns %s\n"", (void *)dp,
- dt_dis_typestr(&dp->dtdo_rtype, type, sizeof (type)));
-
-dt_dis_difo(dp, fp);
-}
-
 typedef struct dt_dis_iter
 {
 FILE *fp;
 dt_dis_stmts(dtrace_hdl_t *dtp, dtrace_prog_t *pgp, dtrace_stmtdesc_t *sdp,
 void *data)
 {
 dt_dis_iter_t *d = data;
-dtrace_preddesc_t *predp = &sdp->dtsd_ecbdesc->dted_pred;
 dtrace_actdesc_t *ap = sdp->dtsd_action;
 const char *fmt = NULL;
 
-if (predp == NULL && ap == NULL)
+if (ap == NULL)
 return 0;
 
 if (d->last_ecb != sdp->dtsd_ecbdesc) {
 dt_dis_stmts(dtrace_hdl_t *dtp, dtrace_prog_t *pgp, dtrace_stmtdesc_t *sdp,
 fmt = pfv->pfv_format;
 }
 
-dt_dis_pred(predp, d->fp);
-
 while (ap) {
 dt_dis_action(ap, d->fp, fmt);
 
",670,109
"Clean up obsolete dtad_next, dtad_refcnt, dted_action and dtsd_action_last

Clauses are compiled as a whole which means that statements can only
contain a single action structure. We therefore clean up obsolete
dtrace_ecbdesc_t->dted_action and dtrace_stmtdesc_t->dtsd_action_last
members. We also have no further need for dtrace_actdesc_t->dtad_next
and dtrace_actdesc_t->dtad_refcnt.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_stmt_append(dtrace_stmtdesc_t *sdp, const dt_node_t *dnp)
 int speculate = 0;
 int datarec = 0;
 
+#ifdef FIXME
 /*
  * Make sure that the new statement jibes with the rest of the ECB.
  */
 dt_stmt_append(dtrace_stmtdesc_t *sdp, const dt_node_t *dnp)
 if (!speculate)
 datarec = 1;
 }
+#endif
 
 /*
  * Finalize the probe data description for the statement.
",1793,412
"Store compiled code as a dt_ident_t instead of using dtrace_actdesc_t

Since clauses are compiled as entire functions instead of a list of
action, there is no further need for using dtrace_actdesc_t as the
basic unit for storing compiled code. The clause is compiled into a
function and the object code (DIFO) is stored in the BPF symbol table
as dt_clause_<num>.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_bpf_load_prog(dtrace_hdl_t *dtp, const dt_probe_t *prp,
 {
 struct bpf_load_program_attrattr;
 dtrace_epid_tepid;
-const dtrace_difo_t*dp = sdp->dtsd_action->dtad_difo;
+const dtrace_difo_t*dp;
 intlogsz = BPF_LOG_BUF_SIZE;
 char*log;
 intrc;
 
+dp = dt_dlib_get_func_difo(dtp, sdp->dtsd_clause);
 epid = dt_epid_add(dtp, sdp->dtsd_ddesc, prp->desc->id);
 
 /*
",239,44
"Add TRACE_REGSET() debugging

Add a TRACE_REGSET() debugging macro to dump register set usage when
DT_DEBUG_REGSET is defined.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_regset_free_args(dt_regset_t *drp)
 for (reg = 1; reg <= 5; reg++)
 dt_regset_free(drp, reg);
 }
+
+/*
+ * Dump the current register allocation.
+ */
+void
+dt_regset_dump(dt_regset_t *drp, const char *pref)
+{
+int reg;
+
+fprintf(stderr, ""%s: Regset: "", pref);
+for (reg = 0; reg < drp->dr_size; reg++) {
+fprintf(stderr, ""%c"", BT_TEST(drp->dr_active, reg) ? 'x' :
+ BT_TEST(drp->dr_spilled, reg) ? 's' :
+ '.');
+}
+fprintf(stderr, ""\n"");
+}
",118,28
"Move the dtrace_datadesc_t from the statement to the DIFO level

The data record description was assigned to a statement and retrieved
from there when creating enablings. However, the actual code that will
fill in the data record is in the DIFO for the clause identifier while
the statement covers both the trampoline and the clause.

The data record description (dtrace_datadesc_t) is now stored in the
DIFO and retrieved from there.

We are still creating the enablings based on statements, so we move the
data record description from the clause to the trampoline (which is
created as a program that gets the clause linked in).

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_bpf_load_prog(dtrace_hdl_t *dtp, const dt_probe_t *prp,
 intrc;
 
 dp = dt_dlib_get_func_difo(dtp, sdp->dtsd_clause);
-epid = dt_epid_add(dtp, sdp->dtsd_ddesc, prp->desc->id);
+epid = dt_epid_add(dtp, dp->dtdo_ddesc, prp->desc->id);
 
 /*
  * Check whether there are any probe-specific relocations to be
",239,44
"Slight code refactoring to eliminate gratuitous differences between providers

Signed-off-by: Eugene Loh <eugene.loh@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>"," static int populate(dtrace_hdl_t *dtp)
 dt_provider_t*prv;
 intn = 0;
 
-
 prv = dt_provider_create(dtp, prvname, &dt_dtrace, &pattr);
 if (prv == NULL)
 return 0;
",182,25
"Add ability to provide user-specified probes on demand

Signed-off-by: Eugene Loh <eugene.loh@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_probe_iter(dtrace_hdl_t *dtp, const dtrace_probedesc_t *pdp,
 dtrace_probedesc_tdesc;
 dt_probe_ttmpl;
 dt_probe_t*prp;
+dt_provider_t*pvp;
 inti;
 intp_is_glob, m_is_glob, f_is_glob, n_is_glob;
 intrv = 0;
 dt_probe_iter(dtrace_hdl_t *dtp, const dtrace_probedesc_t *pdp,
 
 tmpl.desc = pdp;
 
+/*
+ * Loop over providers, allowing them to provide these probes.
+ */
+for (pvp = dt_list_next(&dtp->dt_provlist); pvp != NULL;
+ pvp = dt_list_next(pvp)) {
+if (pvp->impl->provide == NULL ||
+ !dt_gmatch(pvp->desc.dtvd_name, pdp->prv))
+continue;
+memcpy(&desc, pdp, sizeof(desc));
+desc.prv = pvp->desc.dtvd_name;
+pvp->impl->provide(dtp, &desc);
+}
+
 /*
  * Special case: if the probe is fully specified (none of the elements
  * are empty of a glob pattern, we can do a direct lookup based on the
",851,201
"Add provider-dependent struct in dt_probe_t

The dt_probe_t struct had members like event_id and event_fd.
This made sense for the providers we were supporting, since they
were all tracepoint-like. For future providers, however, those
members might not make sense and others will be needed. Therefore,
replace event_id and event_fd with an opaque pointer to a
provider-dependent struct.

Signed-off-by: Eugene Loh <eugene.loh@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_bpf_load_prog(dtrace_hdl_t *dtp, const dt_probe_t *prp,
 int
 dt_bpf_attach(dtrace_hdl_t *dtp, dt_probe_t *prp, int bpf_fd)
 {
+tp_probe_t*datap = prp->prv_data;
+
 /*
  * If we have not yet created a perf event for this probe, do that now
  * and cache the file descriptor so we only need to do this once.
  */
-if (prp->event_fd == -1) {
+if (datap->event_fd == -1) {
 intfd;
 struct perf_event_attrattr = { 0, };
 
 dt_bpf_attach(dtrace_hdl_t *dtp, dt_probe_t *prp, int bpf_fd)
 attr.sample_type = PERF_SAMPLE_RAW;
 attr.sample_period = 1;
 attr.wakeup_events = 1;
-attr.config = prp->event_id;
+attr.config = datap->event_id;
 
 fd = perf_event_open(&attr, -1, 0, -1, 0);
 if (fd < 0)
 return dt_set_errno(dtp, errno);
 
-prp->event_fd = fd;
+datap->event_fd = fd;
 }
 
-if (ioctl(prp->event_fd, PERF_EVENT_IOC_SET_BPF, bpf_fd) < 0)
+if (ioctl(datap->event_fd, PERF_EVENT_IOC_SET_BPF, bpf_fd) < 0)
 return dt_set_errno(dtp, errno);
 
 return 0;
",240,44
"Add a profile provider

The probes use perf_events with PERF_TYPE_SOFTWARE and
PERF_COUNT_SW_CPU_CLOCK.

Signed-off-by: Eugene Loh <eugene.loh@oracle.com>
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>"," const dt_version_t _dtrace_versions[] = {
 static const dt_provimpl_t *dt_providers[] = {
 &dt_dtrace,
 &dt_fbt,
+&dt_profile,
 &dt_sdt,
 &dt_syscall,
 };
",932,107
"pid: don't corrupt the names of pid modules

We compose these by doing an snprintf() to get a length, then
allocating a buffer and snprintfing into it. Unfortunately the return
value of snprintf is the number of *characters* needed, but we use it
as if it were the number of bytes needed: so the last byte is always
chopped off.

Signed-off-by: Nick Alcock <nick.alcock@oracle.com>
Reviewed-by: Eugene Loh <eugene.loh@oracle.com>"," dt_pid_objname(Lmid_t lmid, const char *obj)
 if (lmid == LM_ID_BASE)
 return strdup(obj);
 
-len = snprintf(NULL, INT_MAX, ""LM%lx`%s"", lmid, obj);
+len = snprintf(NULL, 0, ""LM%lx`%s"", lmid, obj) + 1;
 buf = malloc(len);
 if (buf)
 snprintf(buf, len, ""LM%lx`%s"", lmid, obj);
",558,123
"typedefs: do not assume that char is signed in int8_t definition

Char's signedness is implementation-defined, but int8_t's is not (it is
always signed), so make int8_t a typedef of signed char, not of char.

Signed-off-by: Nick Alcock <nick.alcock@oracle.com>
Reviewed-by: Eugene Loh <eugene.loh@oracle.com>"," static const dt_intrinsic_t _dtrace_intrinsics_64[] = {
 * These aliases ensure that D definitions can use typical <sys/types.h> names.
 */
 static const dt_typedef_t _dtrace_typedefs_32[] = {
-{ ""char"", ""int8_t"" },
+{ ""signed char"", ""int8_t"" },
 { ""short"", ""int16_t"" },
 { ""int"", ""int32_t"" },
 { ""long long"", ""int64_t"" },
 static const dt_typedef_t _dtrace_typedefs_32[] = {
 * These aliases ensure that D definitions can use typical <sys/types.h> names.
 */
 static const dt_typedef_t _dtrace_typedefs_64[] = {
-{ ""char"", ""int8_t"" },
+{ ""signed char"", ""int8_t"" },
 { ""short"", ""int16_t"" },
 { ""int"", ""int32_t"" },
 { ""long"", ""int64_t"" },
",939,109
"Raise the locked-memory limit a little bit more

Signed-off-by: Eugene Loh <eugene.loh@oracle.com>"," dt_vopen(int version, int flags, int *errp,
  * which is needed for BPF operations.
  */
 if (getrlimit(RLIMIT_MEMLOCK, &rl) == 0) {
-rlim_t lim = 16 * 1024 * 1024;
+rlim_t lim = 32 * 1024 * 1024;
 
 if (rl.rlim_cur < lim) {
 rl.rlim_cur = rl.rlim_max = lim;
",939,109
"dtrace: update bogus-ioctl test to comply with prototype for open call

Found a test failing when running on kernel 5.2.2; Ubuntu 19.04
Running:
test/unittest/io/tst.fds.d: Running trigger test/triggers/bogus-ioctl with
delay 1
Results in:
FAIL: erroneous exitcode (1).

A compile error shows:
open with O_CREAT or O_TMPFILE in second argument needs 3 arguments
The 3rd argument added is the mode of the ""file"" opened with flag O_CREAT.

Signed-off-by: David Mc Lean <david.mclean@oracle.com>
Signed-off-by: Eugene Loh <eugene.loh@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>"," main(void)
 
 fds[n++] = open(file, O_RDWR | O_APPEND | O_CREAT | O_DSYNC |
  O_LARGEFILE | O_NOCTTY | O_NONBLOCK | O_NDELAY | O_RSYNC |
- O_SYNC | O_TRUNC);
+ O_SYNC | O_TRUNC, 0);
 
 fds[n++] = open(file, O_RDWR);
 (void) lseek(fds[n - 1], 123, SEEK_SET);
",49,6
